Start Date,RELIANCE IS Equity,ITC IS Equity,MM IS Equity,SBIN IS Equity,HNDL IS Equity,TATA IS Equity,SUNP IS Equity,TTAN IS Equity,HDFCB IS Equity,BPCL IS Equity,CIPLA IS Equity,APNT IS Equity,ONGC IS Equity,JSTL IS Equity,WPRO IS Equity,DRRD IS Equity,HMCL IS Equity,HUVR IS Equity,INFO IS Equity,KMB IS Equity,LT IS Equity,MSIL IS Equity
09-06-2021,1981.48,212.5,804.45,421.45,383.15,110.1,672.85,1730.75,1480.3,485.05,958.65,2943.55,124.05,697.85,544.2,5222.8,3023.5,2356,1415.3,1782.9,1519.3,7239
10-06-2021,1988.77,209.3,806.95,432.25,385.4,111.45,676.05,1738.65,1481.05,483.55,974.2,2950.6,123.95,705.8,554.25,5292.05,3009,2378.8,1424.3,1799.55,1519.7,7199.9
11-06-2021,2016.24,207.9,809,429.6,393.15,115.84,681.3,1728.45,1486.35,483.6,967.85,2956.25,123.55,731.2,554.3,5453,3004.35,2366.5,1446.9,1794.35,1503.45,7223.8
14-06-2021,2045.16,207.3,807.45,430.35,394.8,116.48,677.1,1734.8,1479.45,483.7,976.15,2949.9,124.8,729.15,561.6,5461.35,2985.65,2364.6,1461.8,1768.05,1515.75,7177.85
15-06-2021,2049.81,207.05,808.6,429.5,390.85,117.43,673.2,1723.4,1490.25,481.9,969.7,3042.2,125.35,725.1,557.9,5410.85,3007.05,2391.95,1473.9,1770.9,1510.8,7166.25
16-06-2021,2014.83,207.85,806.15,425.95,380.25,114.22,668.55,1714.95,1484.6,481.25,956.75,3018.7,126.7,705.4,555.25,5406.1,2975.4,2407.9,1480.6,1760.6,1490.9,7114.25
17-06-2021,2018.51,205.65,805.7,420.25,369.25,110.38,665.05,1711.4,1466.1,476.9,950.95,3060.3,125.1,696.35,558.7,5286.5,2914.1,2417.7,1495.3,1766.05,1487.55,6969.35
18-06-2021,2027.63,204.55,781.55,412.9,371.35,109.23,668.5,1711.3,1479.8,472.35,960.9,3047.2,120.25,670.6,549.8,5283.9,2891.35,2482.9,1503.3,1760.45,1476,6959.35
21-06-2021,2038.19,204.45,776.85,419.75,367.6,110.62,671.35,1742.85,1488.7,475.05,960.15,3068.55,120.95,672.95,542.15,5282,2894.85,2514.35,1500.3,1772.05,1467.05,6899.9
22-06-2021,2027.72,205.1,775.2,418.65,367.55,111.23,666.8,1757,1483.8,473.65,955.85,3010.8,122.05,675.25,556.55,5308.35,2907.05,2490.25,1511.85,1757.1,1499.2,7265.4
23-06-2021,2009.13,203.95,781.95,418.85,368.1,110.01,665.25,1782.55,1485.5,469.6,957.75,2987.35,123.35,665.5,540.15,5299.35,2928.35,2480.5,1503.15,1736.7,1479.25,7432.7
24-06-2021,1961.89,203.25,791.8,417.2,369.05,111.32,664.8,1780.85,1506.25,466.1,950.9,3043.25,122,679,549.05,5277.65,2906.95,2490.15,1559.2,1737.9,1504.05,7527.45
25-06-2021,1917.21,205.05,794.25,428.8,375.9,116.53,672.25,1753.85,1515.1,470.05,957.1,3003.9,120.9,689.5,547.5,5309.3,2939.2,2448.65,1574.2,1735,1523.85,7649
28-06-2021,1900.4,203.6,793.5,426.75,382.3,118.4,676.3,1728.05,1508.35,467.15,963.05,2982.95,122.35,695.35,547.4,5404.25,2943.65,2460.2,1571.8,1733.05,1514.45,7596.25
29-06-2021,1902.04,203.3,781.6,421.5,374.25,117.26,677.6,1731.6,1502.05,466.25,979.6,3001.5,119.4,685.9,542.6,5433.1,2927.5,2492.55,1563.05,1705.85,1510.9,7487.5
30-06-2021,1922.86,202.7,777.7,419.2,372.05,116.66,675.45,1732.5,1497.9,468.1,971.9,2992.7,117.7,683.9,545.65,5423.05,2902.6,2471.3,1580.8,1705.85,1500.55,7515.9
01-07-2021,1911.29,203,779.45,420.4,379.4,116.35,684.15,1740.3,1486.75,462.75,978.1,3021.6,118.85,680.55,539.35,5558.5,2922.5,2478,1560.4,1716.1,1492.3,7584.4
02-07-2021,1939.62,202.4,782.6,424.4,376.05,113.6,681.25,1754.75,1480.4,462.75,979.2,3005,118.45,671.3,538.6,5575.7,2919.85,2487.3,1567.8,1715.15,1485.65,7573.85
05-07-2021,1958.89,203.65,791.75,432.65,389.55,115.68,680.2,1749.9,1495.45,459.7,974.7,3014.8,120.95,672.75,536.35,5537.9,2938.05,2499.05,1578.95,1731.1,1507.95,7599.45
06-07-2021,1935.75,202.5,781.9,429.75,385.35,116.73,673.25,1762.8,1534.7,458.05,969.1,3002.5,121.5,673.15,532.6,5539.45,2919.25,2472.5,1562.2,1755.35,1505.5,7514.95
07-07-2021,1922.31,203.75,778.9,432.85,393.65,121.87,680.1,1727.25,1539.5,460.5,965.2,3040.1,119.9,690.4,532.15,5562.1,2913.35,2481.65,1564.6,1761.8,1516.45,7449.4
08-07-2021,1906.41,202,776.25,424.45,383.1,118.98,666.9,1726.35,1520.45,458.2,950.65,3028.3,117.05,668.25,531,5466.75,2900.4,2447.55,1560.75,1732.3,1500.7,7401.2
09-07-2021,1886.92,201.35,771.55,423.75,390.05,123.93,667.9,1720.6,1502,456.9,959.8,3010.6,117.9,681.55,525.8,5460.3,2896.8,2451.45,1562.9,1720.05,1499.6,7425.7
12-07-2021,1898.67,201.1,772.85,427.45,388.35,122.7,668.55,1719.85,1487,451,959.85,2999.4,118.55,694.45,525.85,5494.3,2898.2,2444.15,1547.85,1731.95,1500.75,7470.1
13-07-2021,1912.88,201.85,781.15,429.1,392.25,122.88,683,1724.25,1501.85,450.25,965.65,2993.85,120.4,701.4,524.85,5437.1,2904.1,2436.7,1544.95,1747.15,1513.6,7430.35
14-07-2021,1900.4,204.1,786.15,431.05,391.65,124.47,685.95,1710.35,1499.15,448.7,977.15,3001.95,120.8,700.4,561.7,5390.85,2900.7,2414.85,1576.9,1748.15,1544.7,7326.75
15-07-2021,1897.07,206.25,779.9,431.7,401.45,125.6,683,1701.55,1520.7,447.05,973.6,2983.6,116.9,699.1,575.9,5393.65,2884.65,2412.35,1580.8,1750.05,1609.35,7307
16-07-2021,1924.45,207.9,779.8,430,405.5,127.85,688.6,1695.35,1522.35,448,977.15,2989.3,116.8,703.6,577.75,5406.55,2904.7,2417.4,1555.45,1749.5,1618.75,7303.55
19-07-2021,1912.2,207.75,775.8,427.9,396.95,126.64,689.25,1680.35,1471,453.9,974,2981.95,114.6,698.4,573.8,5419.35,2887.1,2408.65,1541.7,1722.8,1609.6,7165.55
20-07-2021,1907.51,206.8,760.2,420.9,383,123.34,676.45,1671.4,1443.15,453.8,955.15,3159.05,112.6,682,568.1,5344.05,2839,2434.9,1550.05,1702.65,1590.35,7232.7
21-07-2021,1907.51,206.8,760.2,420.9,383,123.34,676.45,1671.4,1443.15,453.8,955.15,3159.05,112.6,682,568.1,5344.05,2839,2434.9,1550.05,1702.65,1590.35,7232.7
22-07-2021,1932.01,207,758.45,422.05,393.5,127.3,687.3,1701.75,1448.7,460.9,949.9,3106.75,115.5,716.55,584.2,5384.5,2838.25,2378.15,1590.2,1707.2,1642.15,7299.55
23-07-2021,1918.35,212.4,764.2,428.9,391.75,128.14,694,1700.95,1442.75,461.35,948,3083.75,115.3,717.55,599.15,5422.15,2835,2358.1,1590.45,1722.95,1611.75,7293.85
26-07-2021,1892.06,211.15,754.3,423.3,400.05,129.8,703.4,1722.85,1434.55,456,950.55,3061.2,114.55,704.55,590.45,5411.25,2810.25,2348.7,1603.9,1740.6,1597.6,7235.8
27-07-2021,1872.16,208.65,745.55,429.95,417.35,133.07,688.3,1729.05,1439.75,453.3,913.1,3028.65,114.65,710.65,591.45,4843.35,2793.85,2342.4,1602.55,1697.95,1608.25,7240.25
28-07-2021,1856.08,209.1,728.7,425.5,416.3,136.5,687.8,1723.55,1417.3,453.45,889.9,3004.1,114.35,721.7,591.95,4731.75,2777.7,2361.4,1605.6,1652.85,1594.2,7165.05
29-07-2021,1870.56,206.05,731.45,441.55,458.1,145.86,703,1739.15,1418.25,449.1,883.1,2997.45,114.75,748.4,590.45,4672.65,2745.7,2334.75,1617,1641.65,1596,6993.5
30-07-2021,1854.21,204.95,743.1,431.8,444.8,143.43,773.95,1714.55,1426.45,445.5,920.05,2958.45,115.3,736.95,587.15,4711.2,2763.3,2333.3,1610.5,1654.8,1601.45,6977.7
02-08-2021,1888.1,207.3,757.7,434.9,445.8,141.01,775,1771.55,1422.65,457.8,921.05,2974.05,117.1,746.7,592.25,4701.55,2782.2,2332.8,1631.55,1665.1,1613.95,7076.95
03-08-2021,1901.99,209.9,770.85,446.5,448.8,140.72,794.8,1840.2,1434.7,463.4,928.15,3027,117.9,740.3,599.4,4721.7,2819.1,2386.85,1655.2,1685.65,1634.35,7199.4
04-08-2021,1916.57,208.6,766.25,456.95,442.7,141.62,785.75,1799.6,1465.3,457.15,939.65,3018.6,117.35,747.25,596.8,4768.8,2805.5,2377.1,1649.25,1749.95,1623.2,7102.9
05-08-2021,1944.36,215.25,759.35,441.85,443.1,144.66,786.15,1799.3,1484.85,453.5,945.4,2988.4,116.85,763.25,600.9,4782.3,2818.8,2357.7,1653.55,1771.75,1627.4,7027.55
06-08-2021,1903.18,214.25,758.25,435.65,442.15,142.89,785.2,1787.75,1492.65,455.6,911.3,2966.45,116.65,757.35,598,4786.3,2833.8,2371.5,1650.2,1777.2,1610.35,7100.8
09-08-2021,1892.34,213.8,774.95,433.4,434.7,141.22,788.8,1799.15,1503.9,452.5,918.65,2992.55,115,747.35,596.8,4818.5,2836.3,2384.5,1663.3,1780.9,1597.45,7081.75
10-08-2021,1902.27,209.85,786.3,426.45,426.95,137.36,793.35,1799.2,1507.65,444.7,912.6,2977.15,114.85,722.15,603.85,4769.75,2797.05,2381.8,1677.25,1813.25,1588.45,7001.95
11-08-2021,1928.92,208.65,778.7,428.05,436.65,142.62,779.55,1789.4,1494.95,450,909.85,2972.6,117,749.1,601.25,4744.85,2781.6,2390.45,1677.55,1780.6,1583.3,7021.5
12-08-2021,1922.72,208.9,776.2,427.15,437.25,143.54,778.65,1823.6,1501.4,448.15,905.3,2975.5,116.25,748.9,605.85,4716.4,2782.95,2392.3,1689.6,1787.7,1623.45,7012
13-08-2021,1954.74,211.45,778.65,431.2,442.05,146.17,778.3,1837.9,1526.2,454.9,894.4,2988.7,116.1,749.05,615.5,4652.2,2772.2,2404.5,1712.2,1788,1668.4,7002.2
16-08-2021,1980.12,210.9,799.3,424.85,441.75,151.94,780.8,1837.2,1530.6,464,888.25,2971.4,115.5,761.65,614.05,4661.15,2747.35,2426.4,1704.4,1782.35,1656.1,6826.85
17-08-2021,1971.69,209.2,790.65,421.5,436.6,150.37,784.15,1874.45,1514.65,465,904.65,3015.3,113.85,744.25,634.9,4700.5,2782.6,2483.8,1741.65,1788.35,1638.75,6885.4
18-08-2021,1979.34,208.95,791.35,419.7,426.95,150.05,782.9,1880.3,1513,463.5,908.85,3001.55,113.2,737.45,629.4,4687.05,2763.6,2486.05,1733.45,1749.7,1632.85,6840.1
19-08-2021,1979.34,208.95,791.35,419.7,426.95,150.05,782.9,1880.3,1513,463.5,908.85,3001.55,113.2,737.45,629.4,4687.05,2763.6,2486.05,1733.45,1749.7,1632.85,6840.1
20-08-2021,1957.11,208.9,785.65,406.7,403.65,137.56,761.15,1876.8,1514.75,455.2,890.85,3112.95,110.2,684.6,620.05,4556,2697.5,2619.4,1732.95,1703.55,1593.6,6850.9
23-08-2021,1969.96,206.3,765.9,409.5,406.85,135.87,759.35,1870.35,1524.6,451.7,898.35,3077.45,111.75,684.2,628.85,4514.85,2680.6,2634.15,1738.75,1716.85,1580.75,6825.9
24-08-2021,1989.41,205.75,778.15,417.6,420.85,140.47,771.35,1869.6,1558.85,456.4,917.65,3045.95,113.2,691.65,633.55,4587.4,2675.85,2633,1720.85,1704.9,1605.8,6803.2
25-08-2021,2006.63,206.4,772.05,416.25,430.7,139.02,769.05,1822.65,1557.4,460.7,912.6,3038.05,115.65,683.85,631.65,4548.95,2673.95,2645,1735.55,1697.2,1593.8,6711.45
26-08-2021,2032,204.6,781.4,410.75,424.1,137.51,760.55,1815.35,1554.8,466.75,911.3,3039.65,115.55,672,628.95,4503.5,2647.55,2666.4,1727.7,1697.5,1595.75,6608.6
27-08-2021,2029.22,205.9,775.15,412.45,437.9,138.42,771.8,1822.55,1548.45,471.3,923.9,3036.8,116.65,677.5,634.95,4600.55,2674.05,2677.95,1708.8,1713.55,1638.1,6624.85
30-08-2021,2068.26,208,791.55,422.7,448.05,144.06,787.2,1878.45,1568.25,472.55,934.7,3108.75,120.15,686.55,632.45,4677.85,2726.25,2687.7,1698.05,1735.85,1660.1,6796.9
31-08-2021,2057.23,211.3,793.3,426.05,468.3,145.03,794.05,1921.6,1581.4,471.65,947.8,3201.35,120.55,687.6,640.95,4704.05,2741.85,2724.1,1706.45,1753.7,1672.2,6846.1
01-09-2021,2065.39,209.5,769.9,429.9,458.1,141.12,788.5,1939.4,1579.1,477,922.85,3302.75,119.7,676.65,642.05,4763.45,2740.85,2732.9,1677.75,1746.65,1686.4,6784.9
02-09-2021,2090.26,209.75,752.45,429.75,456.95,142.51,789.95,1967.1,1589,479.8,955.25,3301.6,118.65,685.05,651.45,4859.7,2730.35,2801.05,1689.1,1776.4,1686.2,6792.9
03-09-2021,2175.99,210.6,749.9,431.4,461.3,144.37,789.4,2019.3,1576.05,491.3,941.1,3338.8,123.1,690.9,655.1,4898.55,2799.45,2766.7,1700.65,1791.85,1691.5,6863.1
06-09-2021,2209.78,209.3,754.75,431.05,469.25,143.7,784.25,2020.65,1565.7,490.8,950.2,3315.55,121.65,686.65,686.45,4915.95,2817.2,2780.6,1730.4,1774.55,1694.2,6846.9
07-09-2021,2223.72,211.75,753.1,429.1,462.3,142.87,769.9,2033.9,1569.25,481.95,950.5,3336.25,119.95,683.8,674.25,4897.45,2797.75,2777.7,1706.65,1764.85,1681.7,6877.15
08-09-2021,2215.02,211.25,754.75,431.35,456.3,142.98,777.45,2055.95,1576.4,489.55,951.8,3336.6,118.95,687.05,662.2,4911.3,2798.35,2800.9,1693.25,1815.35,1666.55,6781.25
09-09-2021,2209.78,212.65,750.75,432.3,463.55,144.7,776.3,2034.3,1568.6,491.15,949.3,3346.35,122.15,688.95,662.35,4912.05,2796.7,2810.65,1691.6,1817.85,1670.05,6802.25
10-09-2021,2209.78,212.65,750.75,432.3,463.55,144.7,776.3,2034.3,1568.6,491.15,949.3,3346.35,122.15,688.95,662.35,4912.05,2796.7,2810.65,1691.6,1817.85,1670.05,6802.25
13-09-2021,2160.54,214.15,745.55,432.85,478.35,146.35,780.3,2030.65,1555.55,498.1,950.45,3367.05,123.05,694.4,670.75,4931.4,2789.8,2786.35,1691.9,1840.05,1671.7,6873.7
14-09-2021,2157.72,216.1,750.2,433,477.95,145.23,781.4,2055.7,1548.55,493.1,953.15,3362.5,123.95,693.65,673.45,4930.75,2851.7,2762.55,1686.15,1867.75,1696.45,6894.45
15-09-2021,2166.69,216,755.1,443.85,486.8,145.51,780.65,2119.85,1546.8,489.95,952.95,3352.3,128.45,696.65,674.05,4962.6,2874.95,2775.45,1711.45,1871.7,1717,6909
16-09-2021,2212.15,230.75,756.95,463.7,483.3,143.68,781.05,2108.7,1559.95,439.05,954,3342.1,128.7,689.45,667.85,4931.95,2920.4,2768.25,1702.25,1906.8,1721.25,6930.95
17-09-2021,2177.85,231.15,754.15,454.1,473.05,138.59,769.9,2095.6,1582.15,436.25,954.05,3303.05,127.75,682.3,665.25,4884.55,2932.1,2722.25,1691.3,2007.95,1716.2,7014.45
20-09-2021,2181.32,233.75,738.05,437.45,444.4,125.31,756.5,2077.35,1559.85,420.4,938.1,3271.55,128.5,633.2,662.5,4774.95,2889.5,2800.35,1687.85,2001.45,1704.35,6950.4
21-09-2021,2190.74,241.5,738.45,438.8,451,129.22,764.5,2085.85,1551.95,413.8,956.1,3309.2,135.2,668.95,667.6,4853.65,2850.45,2812.45,1718.45,2010.95,1720.9,6777
22-09-2021,2214.25,243.5,752.5,438.85,463,130.58,770.1,2081.05,1533.7,420.15,963.5,3317.5,133.65,678.55,668.15,4846.35,2847.2,2784.5,1716.9,1985.55,1710.9,6831
23-09-2021,2268.36,242.5,758.45,449.8,483.25,131.87,769.85,2105.05,1570,419.95,968.1,3320.65,137.75,677.25,674.3,4797.3,2853.05,2782.3,1742.55,2024,1769.7,6846.7
24-09-2021,2261.8,238.45,779.45,440.75,478.75,127.21,770.45,2092.9,1601.55,414.8,967.65,3448.6,136.1,659.15,676.5,4790.35,2833.45,2746.65,1763.85,2028.1,1768.75,6952.25
27-09-2021,2299.84,238.7,811.35,446.6,481.4,127.05,763.05,2090.25,1625.1,420.6,962.7,3430.65,140,648.65,653.9,4791.65,2912.95,2709.5,1721.15,2033.35,1739.6,7403.45
28-09-2021,2321.34,237.75,806.05,444.9,478.15,128.1,775.1,2129.3,1615.05,429.6,971,3379.7,142.2,660.85,639.6,4833.15,2920.55,2723.85,1687.1,2068.2,1737.15,7423.85
29-09-2021,2302.94,238.1,812.1,460,494.15,129.56,811.3,2147.5,1593.85,436.9,987.6,3323.05,144.75,679.8,640.75,4881,2886.15,2685.3,1692.25,2030.45,1721,7384.05
30-09-2021,2295.1,236.15,803.05,453,487.95,128.89,818.25,2161.85,1594.95,432.2,983.55,3244.65,144.5,668.3,634.1,4880.7,2832.5,2701.8,1675.2,2005.5,1702.95,7338.05
01-10-2021,2299.16,235.35,827.85,451.65,484.35,129.79,826.6,2163.75,1582.7,433.05,986.2,3177.85,146.25,674.25,636.25,4955.85,2847.95,2704.05,1665.15,1993.55,1696.9,7162.3
04-10-2021,2328.72,236.6,841.15,463.15,505.7,132.42,832,2155.3,1585.75,435.85,957.5,3201.6,147.6,681.15,641.05,5042.7,2855.55,2686.2,1678.75,1990.95,1715.25,7170.3
05-10-2021,2377.05,234.7,843.05,464.7,495.3,131.69,820.5,2192.65,1595.45,443.85,934.55,3254.75,163.65,679.35,646.85,5034.6,2844.55,2708.65,1692.8,1982.35,1716.7,7258.25
06-10-2021,2332.09,231.25,834.1,457.2,475.9,127.99,800.6,2147.65,1614.9,447.2,913.45,3212.25,168.1,659.25,635.75,4956.6,2798.15,2686.05,1673.55,1955.75,1695.05,7199.25
07-10-2021,2343.52,232.95,878.25,457.9,477.5,128.92,823.25,2375.35,1610.5,449.2,916.05,3290.85,160.4,666.55,642.95,4891.1,2841.65,2669.4,1691,1952.45,1712.45,7492.5
08-10-2021,2433.58,231.7,877.8,458,473.65,130.12,821.4,2358.2,1602.65,449.45,917.1,3306.9,160.95,665.85,661.15,4849.2,2842.1,2640.05,1723.85,1936.35,1726.9,7430
11-10-2021,2416.63,238.05,895.6,469.25,487.5,131.32,832.55,2362.4,1633.8,454.4,913.75,3306.05,165,672.4,652.8,4894.35,2857.8,2645.1,1690.95,1975.4,1716.9,7700.8
12-10-2021,2430.44,241.3,890.1,483,498.65,132.91,829.7,2492.6,1629.6,455.25,915.95,3323.25,163.55,673.75,659.1,4910.3,2916.65,2676.15,1685.15,1995.1,1718.2,7693.8
13-10-2021,2455.17,249.2,935.35,481.7,508.05,135.43,842.55,2537.2,1639.4,458.65,913.5,3323.5,160,681.45,672.6,4928.45,2925.2,2646.75,1709.2,2009.35,1752.05,7482.15
14-10-2021,2460.13,256.55,931.4,490.6,516.1,137.51,841.3,2564.05,1687.4,459.3,911.35,3297.8,159.05,692.85,708.25,4958.7,2927.8,2649.55,1715.75,2017.8,1789.3,7496.9
15-10-2021,2460.13,256.55,931.4,490.6,516.1,137.51,841.3,2564.05,1687.4,459.3,911.35,3297.8,159.05,692.85,708.25,4958.7,2927.8,2649.55,1715.75,2017.8,1789.3,7496.9
18-10-2021,2466.69,262.55,910.95,497.95,542.8,141.1,835.9,2588.8,1670.3,462.5,903.75,3241.5,162.1,715.8,709.75,4877.5,2904.1,2654,1792.15,2011.6,1788.45,7657
19-10-2021,2488.79,245.95,917.5,488.2,533.75,136.69,827.35,2484.9,1688.7,453.05,906.2,3183.75,158.6,691.55,711.55,4801.8,2876.05,2546.8,1822.15,2035.35,1846.05,7655.65
20-10-2021,2460.13,246.6,899.35,499.9,512.95,134.33,814.9,2411.4,1673.85,441.1,905.9,3169.6,154.9,685.15,701.95,4753.9,2816,2478.65,1802.35,2015.45,1806.7,7590.75
21-10-2021,2389.17,244.7,897,502.95,493.75,131.47,818.4,2395.7,1676.3,451.05,911.55,3002,155,674.1,696.3,4651.65,2756.9,2445.75,1753.65,2143.75,1805.75,7575.25
22-10-2021,2393.63,236.6,887.85,502.95,470.45,129.63,812.55,2412,1680.75,447.25,896.35,2982.4,157.05,667.8,682.4,4637.45,2744.15,2454.1,1719.8,2171.4,1792.25,7408.9
25-10-2021,2370.31,233.4,890.7,506.5,473.25,129.33,813.2,2379.15,1657,431.7,901.85,2918.05,161.4,674.25,667.7,4676.15,2686.8,2455.85,1707.55,2154.5,1784.15,7260.6
26-10-2021,2424.29,236.7,894.55,512.55,486.05,134.37,813.5,2454.75,1652.75,431.05,907.5,2969.8,163.1,694.35,668.15,4666.2,2700.5,2436.85,1703.7,2210.95,1796.25,7297.35
27-10-2021,2393.63,238.45,886.8,519.15,479.85,132.62,825.1,2460.1,1642.8,427.7,922.5,3094.65,157.9,684.9,671.1,4662.7,2690.15,2396.6,1728.95,2188.25,1784.55,7356.25
28-10-2021,2367.39,225.1,883.85,501.35,468.8,129.96,807.6,2375.15,1593.6,420.8,891.75,3116.3,150.2,667.45,656.9,4569.95,2667.75,2389.65,1703.9,2098.5,1814.25,7369.7
29-10-2021,2310.59,223.2,884.25,502.15,459.8,131.6,795,2383.55,1582.85,417.7,905.05,3100.1,149.05,669.15,646.75,4659.2,2657.1,2393.15,1667.75,2031.15,1766.65,7482.4
01-11-2021,2312,226.85,870.35,515.7,478.15,136.49,811.8,2406.3,1605.3,421.65,909.25,3121.8,153.15,688.95,655.45,4801.45,2680.7,2407.1,1700.05,2076.5,1795.35,7615.55
02-11-2021,2278.29,225.6,861.5,521.7,468.4,131.37,815.4,2453.95,1606.75,416.15,903.4,3103.35,152.95,672.85,653.8,4746.1,2684.3,2418.9,1697.9,2076.65,1815.65,7791.75
03-11-2021,2262.62,222.45,849,527.65,478.3,132.6,787.95,2417.95,1581.45,414.9,912.65,3170.65,152,680.25,652.5,4771.65,2641.45,2411.35,1702.5,2037.55,1889.5,7734.25
04-11-2021,2276.52,226.55,872.85,530.45,472.6,132.59,795.45,2431.75,1593.95,419.75,910.7,3159.25,152.05,678.65,653.7,4766.15,2677.5,2422.85,1708.7,2057,1908.95,7747.4
05-11-2021,2276.52,226.55,872.85,530.45,472.6,132.59,795.45,2431.75,1593.95,419.75,910.7,3159.25,152.05,678.65,653.7,4766.15,2677.5,2422.85,1708.7,2057,1908.95,7747.4
08-11-2021,2279.34,229.8,859.5,523.25,469.8,134.32,800,2536.75,1600.25,431.75,913.7,3138,154.9,685.85,658.35,4788.75,2682.9,2431.9,1737.5,2118.85,1924.55,7684.6
09-11-2021,2297.33,228.75,892.15,529.15,464.6,133.6,801.35,2512.1,1572.25,430.5,914.15,3145.15,156.65,676.65,658.45,4792.35,2714.35,2431.15,1742.5,2097.2,1943.6,7577.55
10-11-2021,2323.03,230.85,919.65,524.4,449.75,129.85,811.1,2484.6,1555.25,431.25,912.45,3108.3,157.7,662.4,652.6,4829.35,2718.8,2400.15,1740.15,2076.05,1950.15,7511.65
11-11-2021,2327.26,230,924.75,509.6,453.95,129.96,794.85,2528.1,1548.3,425.3,904.9,3063.5,153.5,667.4,641.8,4814.95,2700.9,2376.2,1733.3,2054.1,1931.7,7453.45
12-11-2021,2362.38,232.9,937.8,511.35,468.55,128.73,806.5,2539.5,1553,427.7,915.95,3122.9,154.65,671.35,660.05,4843.25,2683.05,2404.95,1780.2,2074.7,1959.95,7479.85
15-11-2021,2348.44,238.1,928.4,506.55,455.9,124.55,810.7,2539.4,1557.25,426.35,938.15,3168.7,157.8,661.5,658.9,4873.65,2693.25,2424.75,1787.15,2097.3,1947.05,7503.1
16-11-2021,2293.87,235.45,960.3,495.1,445.6,122.88,798.45,2531.75,1548,419.9,921.75,3151.7,157.15,664.9,661.45,4817.6,2750.9,2406.65,1792.3,2082.85,1955.3,8050.35
17-11-2021,2244.77,239.5,954.45,498.15,445.4,122.01,791.35,2499.35,1530.8,413.8,905.35,3230.25,157.4,662.35,661.8,4768.3,2749.35,2391.15,1787.45,2053.1,1952.9,8274.75
18-11-2021,2253.24,237.5,923.7,503.8,440.3,118.66,790.65,2478.2,1539.4,405.3,892.3,3226.85,154.3,650.55,651.45,4671.45,2684.85,2399.4,1779.4,2024.45,1897,8117.15
19-11-2021,2253.24,237.5,923.7,503.8,440.3,118.66,790.65,2478.2,1539.4,405.3,892.3,3226.85,154.3,650.55,651.45,4671.45,2684.85,2399.4,1779.4,2024.45,1897,8117.15
22-11-2021,2153.44,230.9,900.85,486.4,442.15,116.51,770.75,2391.3,1515.35,395.6,895.4,3261.25,146.55,657,644.05,4607.6,2634.6,2388.55,1759.4,1955.45,1864.5,7864.4
23-11-2021,2173.57,231.6,901.35,493.05,450.2,119.21,785.2,2387.7,1515.55,397.6,910.6,3185.55,146.7,683.3,642.8,4631.95,2632.2,2394.2,1736.9,1982.9,1886.35,7854
24-11-2021,2142.19,227.7,893.2,493.15,452.1,117.85,778.95,2375.85,1518.05,403.35,893.45,3157,153.45,683.25,636.5,4598.05,2621.05,2374.75,1696,2011.4,1862.5,7669.45
25-11-2021,2271.14,231.3,891.2,490.55,447.05,117.37,782.9,2397.8,1525.95,400.1,899.95,3144.25,155.1,680.9,636.7,4591.6,2594.7,2349.05,1722.4,2035.1,1849.9,7572.5
26-11-2021,2197.94,224,853.75,470.5,417,111.23,767.3,2292.3,1489.9,376.85,966.7,3143.1,147.1,628.65,621.45,4750.9,2529.4,2335.1,1691.65,1964.3,1778.15,7170.5
29-11-2021,2224.27,221.5,850.8,465.1,420.15,111.48,751.05,2324.2,1501.25,367.45,965,3144.3,144.1,625.6,630.6,4697.6,2490.8,2329.4,1696.35,2019.6,1767.25,7149.5
30-11-2021,2191.38,221.15,835.5,460.55,412.75,107.12,753.6,2375.5,1493.55,370,971.3,3143.65,142.1,608.4,637.25,4675.85,2449.3,2317.55,1712.65,1961.9,1764.75,7067.8
01-12-2021,2247.5,221.9,834.7,475.3,424.9,108.26,745.35,2360.2,1504.65,368.75,928.15,3138.15,142.25,637.2,634.8,4606.35,2448.2,2344.85,1714.9,1953.35,1786,7273.25
02-12-2021,2261.94,225.45,849.55,477,432.1,111.24,766.25,2386.5,1525.75,378.85,921.25,3180.6,144,646.75,646.8,4662.75,2472.7,2383.3,1748.25,1964.25,1789.2,7324.95
03-12-2021,2193.98,221.65,836.95,473.15,424.65,111.8,751.8,2369.25,1513.55,385.9,912.05,3110.45,145.9,644.55,640.75,4596.5,2462.45,2343.65,1735.55,1914.2,1801.25,7208.7
06-12-2021,2152.39,217.9,822.15,465.3,421.35,110.88,737.15,2325.3,1503.8,383.45,894.95,3038.3,143.35,642.85,624.5,4498.7,2420,2306.5,1695.3,1885.2,1782.65,7042.85
07-12-2021,2169.93,220.65,825.95,476.7,442.5,114.88,743.7,2380.55,1525.7,387.8,889.25,3030.35,145.9,660.65,632.4,4520.7,2461.8,2321.6,1711.65,1937.15,1798.1,7186.6
08-12-2021,2202.95,224.95,840.75,491.55,457.45,117.3,757.55,2405.55,1553.8,391.15,897.95,3108.5,148.4,672.95,641.7,4570.7,2490.65,2340.6,1753.35,1920.45,1825.05,7434.9
09-12-2021,2237.89,235.4,851.1,488.65,455.65,117.68,759.75,2373.15,1526.85,393.75,894.5,3178.7,147.35,674.1,643.2,4594.25,2520.95,2339.75,1763.45,1916.35,1879.8,7421.75
